epoch,seed,lr,train_loss,val_loss,mean_abs_delta,epoch_time_s
1,46,0.001,0.0011824708666570527,0.001252051773481071,0.17022310237089794,22.286302116001025
2,46,0.0009999383779245895,0.0011884085553561126,0.0012976207095198333,0.0781143793463707,22.69741701499879
3,46,0.000999753526902683,0.0012059880177495755,0.0012330055989635488,0.021445984517534575,22.181430976997945
4,46,0.0009994454925435043,0.0012185304738620358,0.00124893961319079,0.011971483665208022,22.210189987003105
5,46,0.000999014350849922,0.0012163375212720117,0.0013006507287112376,0.01659927566846212,22.205316671999753
6,46,0.0009984602081996978,0.001212201272088493,0.0012286627137412626,0.013223331533372401,22.175249818999873
7,46,0.0009977832013192388,0.0012150536611610328,0.0014122337917797268,0.028918563202023507,22.202840231002483
8,46,0.0009969834972498627,0.0012108812668008184,0.001218500044196844,0.015752144269645215,22.201287746996968
9,46,0.000996061293306582,0.001207381744208402,0.0012194067348415653,0.014873649577299754,22.216666925000027
10,46,0.0009950168170294207,0.001207087062193298,0.0012272105513451,0.013762566012640793,22.18459462700048
11,46,0.0009938503261272716,0.0012054108141121911,0.0012160700396634638,0.01415227002153794,22.18266062100156
12,46,0.0009925621084143099,0.0012086722904096855,0.001289860662848999,0.02095887896915277,22.214035974997387
13,46,0.0009911524817389804,0.001205232425995285,0.0012412377912551164,0.013345109199484189,22.19933178699648
14,46,0.0009896217939055723,0.0011999434549993628,0.0012316704991584024,0.011138365045189858,22.203282059999765
15,46,0.0009879704225884047,0.0012045599430947284,0.0012326237861998378,0.01374584436416626,22.196460896000644
16,46,0.0009861987752386398,0.0012015727020080699,0.001209988056216389,0.01600886441767216,22.193699912997545
17,46,0.0009843072889837514,0.0012041691258410793,0.001238219904092451,0.01501783136278391,22.202168994001113
18,46,0.0009822964305196704,0.0011984704069688162,0.001219665362344434,0.013995931843916575,22.230565401001513
19,46,0.0009801666959956333,0.0011993917201629646,0.0012200406558501224,0.012321486013631026,22.196406802999263
20,46,0.0009779186108917661,0.0011985299962547823,0.001225868872522066,0.014841125284632047,22.183469126001
21,46,0.0009755527298894296,0.0012026542975090045,0.0012204051118654509,0.013092867185672125,22.224155900999904
22,46,0.0009730696367343592,0.0011968570159272742,0.001213077842257917,0.012861441485583783,22.185343974000716
