iter	RMSE
374	0.02622533171
375	0.02622361682
376	0.02622205602
377	0.0262188324
378	0.026217173
379	0.02621575058
380	0.02621134877
381	0.02620965772
382	0.02620737183
383	0.02620571556
384	0.02620420902
385	0.0262003946
386	0.02619859351
387	0.02619746569
388	0.02619584249
389	0.02619446711
390	0.02619223106
391	0.0261903317
392	0.02618825927
393	0.02618727407
394	0.02618562821
395	0.02618407987
396	0.02618132029
397	0.02617964714
398	0.02617796935
399	0.0261761004
400	0.02617434675
401	0.02617324189
402	0.0261717563
403	0.02617050383
404	0.02616797046
405	0.02616659377
406	0.02616558329
407	0.02616389033
408	0.02616183015
409	0.02616044354
410	0.02615898565
411	0.02615701387
412	0.02615577307
413	0.02615443517
414	0.02615293931
415	0.02615134441
416	0.02614956116
417	0.02614832317
418	0.02614684848
419	0.02614487758
420	0.02614238918
421	0.02614025868
422	0.02613786903
423	0.02613339707
424	0.02613149852
425	0.02612992083
426	0.02612839201
427	0.02612725704
428	0.02612659924
429	0.02612431628
430	0.02612313435
431	0.02612140918
432	0.02611957978
433	0.02611885246
434	0.02611763401
435	0.02611598179
436	0.02611404247
437	0.02611292069
438	0.02611101181
439	0.02610990542
440	0.02610801552
441	0.02610655705
442	0.02610518669
443	0.02610372032
444	0.02610149785
445	0.0261003728
446	0.02609890874
447	0.02609770264
448	0.02609564744
449	0.02609420427
450	0.02609244905
451	0.02609060805
452	0.02608851751
453	0.02608675532
454	0.02608578542
455	0.02608095049
456	0.02607902915
457	0.02607728377
458	0.02607588193
459	0.02607506563
460	0.02607321227
461	0.02607199265
462	0.02607101778
463	0.0260693679
464	0.02606855287
465	0.02606716728
466	0.02606616641
467	0.02606509541
468	0.02606370758
469	0.02606289488
470	0.02606151045
471	0.02606076675
472	0.02605923299
473	0.02605755889
474	0.02605628823
475	0.02605482093
476	0.0260532186
477	0.02605227688
478	0.02604992667
479	0.02604920876
480	0.02604772787
481	0.02604678417
482	0.02604584507
483	0.02604385751
484	0.02604271669
485	0.02604078775
486	0.02603890935
487	0.02603680613
488	0.02603537883
489	0.02603375747
490	0.02603307443
491	0.02603193752
492	0.02603052527
493	0.02602947877
494	0.02602861207
495	0.02602428996
496	0.02602287753
497	0.02602179384
498	0.02602006899
499	0.02601850134
500	0.02601703929
501	0.02601594613
502	0.02601360785
503	0.02601180316
504	0.02601011885
505	0.02600862765
506	0.02600731023
507	0.02600495826
508	0.02600288534
509	0.02600111329
510	0.02599914287
511	0.02599835671
512	0.02599679605
513	0.02599288967
514	0.02598869764
515	0.02598662637
516	0.02598528275
517	0.02598421544
518	0.0259833161
519	0.02598212039
520	0.02598102347
521	0.02597956703
522	0.02597799405
523	0.025976891
524	0.02597612044
525	0.02597475946
526	0.02597334102
527	0.02597167375
528	0.02597006751
529	0.02596892603
530	0.02596782806
531	0.02596614227
532	0.02596492969
533	0.0259630761
534	0.02596124822
535	0.02596014446
536	0.02595838806
537	0.02595754352
538	0.0259565579
539	0.02595506057
540	0.02595287595
541	0.02595196427
542	0.02595047432
543	0.02594874764
544	0.02594761831
545	0.0259465622
546	0.0259457345
547	0.02594421951
548	0.02594352188
549	0.02594178367
550	0.02594028497
551	0.02593916229
552	0.02593766288
553	0.02593702242
554	0.02593590156
555	0.02593438085
556	0.02593338732
557	0.02593174427
558	0.02592829444
559	0.02592717147
560	0.02592634777
561	0.02592469056
562	0.02592362321
563	0.02592257
564	0.02592224075
565	0.02592068244
566	0.02591936347
567	0.02591752371
568	0.0259164149
569	0.02591529094
570	0.02591385008
571	0.02591303129
572	0.02591163642
573	0.02591050171
574	0.02590891196
575	0.02590711826
576	0.02590581111
577	0.02590460891
578	0.02590313946
579	0.02590101101
580	0.02589914768
581	0.02589831842
582	0.02589736823
583	0.02589590884
584	0.02589500656
585	0.02589196226
586	0.02589114142
587	0.02588987283
588	0.0258888027
589	0.02588679049
590	0.02588575893
591	0.02588439737
592	0.02588350394
593	0.02588254029
594	0.02588130324
595	0.02588013368
596	0.02587914207
597	0.02587800266
598	0.025877144
599	0.02587612435
600	0.02587524805
601	0.02587427045
602	0.02587320213
603	0.02587215723
604	0.02587119199
605	0.02586983011
606	0.02586893768
607	0.02586705051
608	0.02586523351
609	0.02586254319
610	0.02586147129
611	0.02585990737
612	0.02585858314
613	0.02585755138
614	0.02585611834
615	0.02585503112
616	0.02585311915
617	0.02585223097
618	0.02585076291
619	0.02584966521
620	0.02584878521
621	0.02584803835
622	0.02584731305
623	0.02584677185
624	0.02584575778
625	0.02584450942
626	0.02584333155
627	0.02584243035
628	0.0258387721
629	0.02583687223
630	0.0258357381
631	0.02583460582
632	0.02583290564
633	0.02583201533
634	0.02583107584
635	0.02583007288
636	0.0258283865
637	0.02582719846
638	0.02582527739
639	0.02582303754
640	0.02582227528
641	0.02582144401
642	0.02582054291
643	0.02581991118
644	0.02581936321
645	0.02581780837
646	0.02581682065
647	0.02581653175
648	0.02581585902
649	0.02581490472
650	0.02581412757
651	0.02581265947
652	0.02581129606
653	0.02581021278
654	0.02580946695
655	0.02580831414
656	0.02580765465
657	0.02580614574
658	0.0258051825
