seed,lr,mse,mae,rmse,rse,mape,wape,smape,raw_mae,raw_rmse,raw_wape,raw_smape,inference_time_ms,od_10_8_mae_raw,od_10_8_rmse_raw,od_10_8_wape_raw,run,seq_len
42,0.001,0.0019380322191864252,0.017433172091841698,0.04402308911085129,0.09665897488594055,0.3139030337333679,0.1577315330505371,29.488971710205078,1157047.375,6722266.675702772,0.13665245473384857,29.353574752807617,3.7536321266702544,729212.625,1231808.625,0.08043386787176132,0,24
