mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,run,fit_time_s
0.0028978494975691,0.0176502457440843,0.0538316774545358,0.1445296610188373,0.3155402337555075,0.1596955820950102,28.80505515844944,2.212530000542756,0,151.33199501037598
0.0029081398276323,0.0176231861664697,0.0539271715152236,0.1450428891616546,0.3179311653637885,0.1594507529259973,28.81866743866908,1.9922608007618687,1,147.4454574584961
0.002916161447127,0.0176588367446123,0.0540014948601147,0.1454429658210384,0.3155765215356398,0.1597733115980434,28.77576925543709,2.4666476012498606,2,148.08271026611328
0.0029110583037454,0.0176467618401584,0.0539542241510842,0.1451884475709755,0.316568404417237,0.1596640604905259,28.80614203996793,2.2395204003260005,3,147.34123873710632
0.0029298079670461,0.0176976170689365,0.0541277005519924,0.1461235832580925,0.3176714607743922,0.1601241875323839,28.86953194832303,2.0532053997158077,4,148.137540102005
0.0029036235233301,0.0176712004088517,0.0538852811380821,0.1448176393926786,0.3183240508724559,0.1598851753412549,28.86818878194188,2.385183799992774,5,155.9657804965973
0.0028960004987593,0.017628584385629,0.053814500822356,0.1444374425749769,0.312889181011292,0.1594995948380827,28.794684088403702,2.255389000015384,6,154.41776418685913
0.0029307769661106,0.0177181219059855,0.0541366508579046,0.146171911891597,0.3126455615182325,0.1603097108353325,28.775054093881884,2.0811855999909312,7,146.80496406555176
0.0028922149346121,0.017635290363998,0.0537793169779253,0.1442486383243014,0.3157149906343761,0.1595602690708774,28.795830799005223,2.0189378000395664,8,146.09015655517578
0.002890775336901,0.0176176396477266,0.0537659310056194,0.1441768386779191,0.3151316503527855,0.1594005692315536,28.84010797749698,2.46027260000119,9,155.88228106498718
