mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,run,fit_time_s
0.008458206916299655,0.05584344515501321,0.09196851046037255,0.08098875663511217,0.310230737010406,0.11111278204304399,27.71106374025085,1.0501789991394617,0,87.67166590690613
0.008403922984210308,0.055682279714276674,0.09167291303438714,0.08046897883720693,0.3070486310685034,0.11079210805096272,27.054287427130124,1.2702811996859964,1,86.47358703613281
0.008452619467949075,0.055793953193852316,0.09193812847752054,0.08093525587553577,0.30909419905304963,0.11101430693145141,27.730671152226844,0.79047279941733,2,86.63878345489502
0.008427273790458082,0.055708703512024865,0.09180018404370485,0.0806925667422025,0.31120150225265125,0.11084468399200278,26.82172345112247,1.442479999968782,3,86.50946950912476
0.008444898447033727,0.055733408624704245,0.0918961285747867,0.08086132579909336,0.307550102256642,0.1108938402321465,26.571021711131195,1.597968799615046,4,86.46329545974731
0.008421943977697546,0.055749785125882155,0.09177115002928506,0.08064153288681859,0.30695779602144324,0.11092642487302885,27.857243624491897,1.0458233999088407,5,87.72750568389893
0.008396034276307232,0.055652945974336565,0.09162987654857575,0.08039344312959774,0.30955447294009936,0.11073374214170649,27.713528627430804,1.3843128006556071,6,87.20752668380737
0.008433163796468164,0.055781897487458335,0.09183225901864858,0.0807489645423569,0.3051488608198378,0.1109903194594534,26.952157527365824,1.463948799209902,7,86.82889533042908
0.008386243963381796,0.055709417101722454,0.09157643781771486,0.08029969923343319,0.3125768355918861,0.11084610383521475,27.21682963618119,0.8467224004562013,8,87.92230725288391
0.008426919875189978,0.055734429092009125,0.09179825638425806,0.08068917794386717,0.30920101642581044,0.11089587067566435,26.50662161750513,0.896537000517128,9,86.89581394195557
