mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,gate_train_time_s,mean_w_global,mean_w_local,mean_w_ml,gate_loss,run
0.0008435082095464034,0.005520175153135719,0.029043212796562357,0.15150159837002747,1.2282501317398835,0.26282479891779365,80.83597601297053,2.6690352944355897,23.35070770001039,0.2915576100349426,0.17004165053367615,0.5384008288383484,mse,0
0.0008580465000621155,0.0055268613536023905,0.02929243076397238,0.15411280502548214,1.2465527584173421,0.2631431401378505,81.37779871847638,2.911085295422441,21.97658419999061,0.28759604692459106,0.15086744725704193,0.5615364909172058,mse,1
0.0008459898706730509,0.005463665822728242,0.029085905017259665,0.15194732684432655,1.1755269158789667,0.2601342949049114,79.21701788052083,2.708238234524341,21.465669700002763,0.37355276942253113,0.18233592808246613,0.44411128759384155,mse,2
0.0008060643274060623,0.005391517084505326,0.028391272028672164,0.14477634314519552,1.0588272031251382,0.2566991724514438,77.51500453220469,3.111626471817384,22.797358899959363,0.4592592716217041,0.2606166899204254,0.2801239490509033,mse,3
0.0008325367554776854,0.005588435351867783,0.02885371302757559,0.14953102735596707,1.339558220424176,0.26607478148322955,82.08039278469721,2.751141175394878,22.431666199991014,0.1923581063747406,0.12946555018424988,0.6781765818595886,mse,4
0.000800802893542917,0.005486719766856897,0.02829846097481128,0.14383134269236847,1.19302402267067,0.2612319318569625,80.34606875664785,2.8620970586095664,21.507061199983582,0.26290249824523926,0.2350727766752243,0.5020248889923096,mse,5
0.0007878681641102913,0.005458714319111772,0.028068989367454812,0.14150814991090113,1.157306548806154,0.25989854551177843,80.49385641403374,2.8134235300753705,21.361155999999028,0.3678243160247803,0.174591064453125,0.4575846195220947,mse,6
0.0007898402581403349,0.005445840095398039,0.028104096821288085,0.14186235558940694,1.165650439352072,0.259285582124763,80.92615058307778,2.735102941241006,21.865233000018634,0.39680105447769165,0.17637455463409424,0.42682430148124695,mse,7
0.000800552420666087,0.005526736201132581,0.028294035072185923,0.14378635552951854,1.2679436786305278,0.26313718141882453,81.05439633315895,2.9289794123649378,21.53527930000564,0.27879688143730164,0.16946880519390106,0.5517343878746033,mse,8
0.0008049890086560787,0.005496066497250956,0.028372328220575744,0.14458320630605628,1.214245390276533,0.26167694536979674,80.43877465865921,2.9447500008459695,21.538379499979783,0.30827951431274414,0.16909264028072357,0.5226278305053711,mse,9
