mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,gate_train_time_s,mean_w_global,mean_w_local,mean_w_ml,gate_loss,run
0.006292374626700957,0.048261290519727544,0.07932448945124675,0.06025054746730958,0.2679977028711362,0.09602642243416658,31.598778993136488,1.6939736823061187,5.377353300049435,0.1484231948852539,0.13619258999824524,0.7153841257095337,huber,0
0.006327903753710059,0.046442621903130296,0.07954812225131438,0.06059074484593519,0.23008106500603565,0.09240778234053415,30.689546213685297,1.2798210526326377,5.213381399982609,0.12595470249652863,0.13208867609500885,0.7419567108154297,huber,1
0.006541710621218615,0.04723983536606805,0.08088084211491998,0.06263798163393536,0.23421682547201683,0.0939940133745131,30.82120165905144,1.1933894742182212,5.340296699956525,0.15327726304531097,0.14392536878585815,0.7027973532676697,huber,2
0.006533977143009616,0.047079955137847206,0.08083302012797502,0.0625639322768069,0.23037625905608758,0.09367589659461203,30.72497992446111,1.4557789484235018,5.260765000013635,0.15097039937973022,0.14914850890636444,0.6998810768127441,huber,3
0.006278250108550906,0.046161049030727416,0.07923540943638081,0.060115302825701405,0.2299477722042572,0.09184753135469886,30.596685692365277,1.3375789490773489,5.028655000030994,0.11257203668355942,0.14123626053333282,0.7461917996406555,huber,4
0.0064340248088195755,0.04695806281310154,0.08021237316536381,0.06160687183256204,0.229667926442724,0.09343336508040137,30.530499841041504,1.3495789454808753,5.271513899962883,0.13700531423091888,0.17294803261756897,0.6900466680526733,huber,5
0.006100189853405682,0.04575012306886613,0.07810371216149513,0.05841034587524512,0.22710129514408173,0.09102990402691889,30.423193452042728,1.2095789486346276,5.368996200035326,0.10314503312110901,0.13674524426460266,0.7601097822189331,huber,6
0.006326779098367499,0.04660111925997418,0.07954105291211262,0.060579976081498677,0.22996602729342047,0.09272314759453142,30.51819090634894,1.0920947380854111,5.0855101000051945,0.14939779043197632,0.1342475861310959,0.7163546681404114,huber,7
0.006039782836054502,0.04562253510390202,0.07771603976049282,0.05783193850407052,0.22801295441766722,0.0907760397872929,30.46106853388822,1.4485947352736013,4.952032100001816,0.09284793585538864,0.12038662284612656,0.786765456199646,huber,8
0.006535896157629958,0.04731007273350175,0.0808448894960588,0.06258230716519685,0.23440016114489148,0.0941337660218878,30.65532740550924,1.282494735756987,5.3304539999808185,0.17310868203639984,0.14084015786647797,0.6860511898994446,huber,9
