mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,run,fit_time_s
0.0055214299764828,0.0437089238178649,0.074306325279096,0.0528686225187327,0.2313426238646349,0.086968490429435,25.186233227186683,2.56877999054268,0,46.14531111717224
0.0055896444109137,0.0439312418578341,0.0747639245285703,0.0535217872241836,0.2281294553501303,0.0874108409300311,24.577847502322577,2.5503799959551543,1,46.51234579086304
0.0056304780119829,0.0440457477443864,0.0750365111927719,0.0539127758358667,0.2313147621358622,0.0876386755054197,25.143874353391997,2.722439990611747,2,47.13351511955261
0.0055469907320368,0.0437521354716877,0.0744781225061213,0.053113371060765,0.2286897082762574,0.0870544694921451,24.349399102358447,2.633140003308654,3,47.4260847568512
0.0055203159175263,0.0437880822244928,0.0742988285070928,0.0528579552164791,0.2284434714585784,0.0871259934409003,24.5321876357314,2.8776599967386574,4,46.36129665374756
0.0055191360193423,0.0436296238001441,0.0742908878621217,0.0528466574925256,0.2258503929362231,0.0868107056516411,24.68883270455503,1.8880399991758168,5,63.37616944313049
0.0055118820435382,0.0437206102627585,0.0742420503726715,0.0527771994517321,0.2302180920034328,0.0869917431746893,24.44520955290769,1.6743600077461451,6,46.81276297569275
0.0056270609234794,0.0440406057341139,0.0750137382316029,0.0538800566375836,0.2311929999194943,0.0876284443482072,23.9191198275411,2.5666400033514947,7,46.45802879333496
0.0055229873993285,0.0435418111284512,0.0743168042863025,0.0528835351049441,0.2243332654111932,0.0866359830817255,24.68864453024029,1.9509400008246305,8,46.40040421485901
0.005561107218808,0.0437725588308374,0.0745728316400014,0.053248538800567,0.2284581278923633,0.0870951062445425,25.139073465692835,3.0075599963311106,9,46.193835735321045
