epoch,seed,lr,train_loss,val_loss,mean_abs_delta,epoch_time_s
1,45,0.001,0.020291653379578802,0.01825846152173148,0.36105813251601326,9.72710955599996
2,45,0.0009999383779245895,0.01850758632645011,0.01809690623647637,0.3582816421985626,9.937112563000028
3,45,0.000999753526902683,0.018277060733560252,0.017863423253099125,0.3131091892719269,9.964738919999945
4,45,0.0009994454925435043,0.01796580316937145,0.017547960703571636,0.2820646795961592,9.965367353999909
5,45,0.000999014350849922,0.017740975599735975,0.017180734417504735,0.3053433630201552,9.953253702000211
6,45,0.0009984602081996978,0.01749338683507898,0.016934592897693317,0.29719874262809753,9.951960421999956
7,45,0.0009977832013192388,0.017257579794044003,0.01674303039908409,0.2579748531182607,9.897784418000128
8,45,0.0009969834972498627,0.017139882616260472,0.016703811784585316,0.23482918242613474,9.806071226999848
9,45,0.000996061293306582,0.01699307429439881,0.01652378009425269,0.22568442093001473,9.829611587999807
10,45,0.0009950168170294207,0.016853856032385546,0.016423430293798447,0.2037146207359102,9.863833139999997
11,45,0.0009938503261272716,0.01677096415968502,0.0164073473877377,0.19500019980801475,9.899766808000095
12,45,0.0009925621084143099,0.016814647406777915,0.0162178094809254,0.18997585442331102,9.953466873000025
13,45,0.0009911524817389804,0.01662527602713774,0.016258548324306805,0.14881006214353773,9.942322048000051
14,45,0.0009896217939055723,0.01651441238765769,0.016054214392271306,0.16048156552844578,9.96513720400003
15,45,0.0009879704225884047,0.016494440709185952,0.015954614099529054,0.1437005168861813,9.95958620500005
16,45,0.0009861987752386398,0.016450335340136114,0.016117878465188876,0.11871809760729472,9.957265961999838
17,45,0.0009843072889837514,0.016349435441524666,0.015957292686733935,0.11792926987012227,9.961881989999938
18,45,0.0009822964305196704,0.016259104643455324,0.01585076180183225,0.10968824310435189,9.960085359000004
19,45,0.0009801666959956333,0.016258230090469998,0.016075807934006054,0.10054769035842684,9.956055799000069
20,45,0.0009779186108917661,0.016274543177774724,0.01611972175952461,0.09531321293777889,9.981622205999884
21,45,0.0009755527298894296,0.016176010386141783,0.015819905118809804,0.08891655504703522,9.947981029999937
22,45,0.0009730696367343592,0.016183569342555368,0.015853807019690674,0.08387350373797947,9.96664369899986
23,45,0.0009704699440926359,0.016162031234296804,0.01590261680798398,0.091038525932365,9.96192267399988
24,45,0.0009677542933995191,0.016148466726436335,0.015728529853125412,0.08905372851424748,9.962208299000167
25,45,0.0009649233547011819,0.016228397938368076,0.0157468950168954,0.08798622422748142,9.937068286000112
26,45,0.000961977826489388,0.0161108445677468,0.01611195070048173,0.07619983288976881,9.874729610000031
27,45,0.0009589184355291488,0.016155520673183835,0.015690993517637253,0.07860484057002598,9.879835595000031
28,45,0.0009557459366794051,0.016134833766366628,0.015730912279751565,0.07782215293910769,9.928927010000052
29,45,0.000952461112706777,0.01609122476485722,0.015699699728025332,0.07459184610181385,9.888045150999915
30,45,0.0009490647740924278,0.016190077821888468,0.015849301177594397,0.0753550993071662,9.906405360999997
31,45,0.00094555775883209,0.016111184815492702,0.015820978726777766,0.0667623339427842,9.88752466699998
32,45,0.0009419409322293028,0.016136600375723315,0.015804913308885362,0.06831258866522047,9.871745179000072
33,45,0.0009382151866819101,0.01613107160665095,0.01572201421691312,0.07784997175137202,9.819804489000035
34,45,0.0009343814414618769,0.016099337981465983,0.01568286431332429,0.07077446248796251,9.860017668000182
35,45,0.0009304406424884702,0.016131010947420317,0.015702472999691963,0.07064507156610489,9.864194666000003
36,45,0.0009263937620948695,0.016104033545536155,0.015750227599508233,0.06764878580967586,9.86418034999997
37,45,0.000922241798788257,0.016108881558894235,0.01580125465989113,0.06801856391959721,9.86827987100014
38,45,0.0009179857770034514,0.016111782313707995,0.01579593825671408,0.06777009699079725,9.86321708599985
39,45,0.000913626746850144,0.01614353074418271,0.01575717247194714,0.06726961251762179,9.833102024000027
40,45,0.0009091657838537996,0.016150116016540456,0.016365358605980873,0.06292412016126844,9.841089581999995
41,45,0.0009046039886902867,0.016152361024390247,0.015779676019317575,0.07842446284161673,9.853088868999976
42,45,0.0008999424869143022,0.01612778748933445,0.015793890381852787,0.07106233553753959,9.84089542799984
43,45,0.0008951824286816577,0.01608879999805461,0.01598124350938532,0.06830324232578278,9.877154899000288
44,45,0.0008903249884654961,0.016091733513509527,0.015731652370757528,0.07216526154014799,9.836086988000261
45,45,0.0008853713647665072,0.01606553895672893,0.01578668598085642,0.06198845224248038,9.825743234000129
46,45,0.000880322779817216,0.01609474523266887,0.015774096879694197,0.0637048412528303,9.840706900999976
47,45,0.0008751804792804151,0.016101686461993,0.015716378577053547,0.06329276661078136,9.836335627000153
48,45,0.000869945731941816,0.016114549793522146,0.015640563228064112,0.06647780537605286,9.823090229000172
49,45,0.0008646198293969955,0.01606149420909145,0.015639355820086267,0.06461869594123629,9.803849294999964
50,45,0.0008592040857327133,0.016049416626200956,0.015645172653926745,0.06753416690561506,9.823061144999883
51,45,0.0008536998372026809,0.016075255458845812,0.015727336001065042,0.061355763839350805,9.852781062999838
52,45,0.0008481084418978613,0.01607415738844258,0.015878595411777496,0.06049343653851085,9.850377812999795
53,45,0.0008424312794113804,0.01608948330121005,0.015749261507557497,0.061613996823628746,9.836390075000054
54,45,0.000836669750498132,0.016128264025182408,0.015688967373636033,0.0613321318394608,9.814238606000345
55,45,0.0008308252767291643,0.01606236957013607,0.015622674280570613,0.06427614556418525,9.88493795300019
56,45,0.000824899300140927,0.016080669524586377,0.015670442539784644,0.06154276885920101,9.805219073999979
57,45,0.0008188932828794707,0.01606206821880358,0.015644717651108902,0.06250088786085446,9.819449292000172
58,45,0.000812808706839685,0.01608481804621132,0.015630383044481277,0.06367416100369559,9.825287010000011
59,45,0.000806647073299662,0.016083922387812945,0.0156585859755675,0.06523892035086949,9.854614344999845
60,45,0.0008004099025502793,0.016075177104486263,0.015752951614558697,0.059689081791374415,9.815574195999943
61,45,0.0007940987335200906,0.016072759089772317,0.01574127438167731,0.06202181801199913,9.795699376000357
62,45,0.0007877151233956179,0.016066639670444763,0.0158118453497688,0.058871806495719485,9.795367684999746
63,45,0.0007812606472371395,0.01611695081159911,0.015764818319843873,0.06381800522406895,9.828868135999983
64,45,0.000774736897590067,0.016058746054220724,0.01565089366502232,0.0640389695763588,9.824856809999801
65,45,0.0007681454840920089,0.016048850464251113,0.015618922395838631,0.06636726193957859,9.797960418000002
66,45,0.0007614880330756165,0.016062115154722157,0.015686444110340543,0.060081361068619624,9.821040489000097
67,45,0.0007547661871673105,0.016112069736289626,0.01587466523051262,0.06236558697289891,9.79545352299965
68,45,0.0007479816048819877,0.016045446562416413,0.015714503307309415,0.0633457721107536,9.783101831000295
69,45,0.0007411359602138068,0.01605629097834668,0.01569654130273395,0.06812615113125907,9.803133652999804
70,45,0.0007342309422231565,0.01606116335674682,0.0157175250351429,0.05901330833633741,9.790940534000129
71,45,0.0007272682546199037,0.016020927290596506,0.015635960321459506,0.06304887268278334,9.805386884999734
72,45,0.0007202496153430296,0.01602706637726549,0.015673555640710726,0.06326635802785556,9.821371785999872
73,45,0.000713176756136754,0.016055833452435976,0.01568766621251901,0.06016758663786782,9.801647128999775
74,45,0.000706051422123252,0.01607083359404522,0.016156704682442877,0.06023912959628635,9.79721035700004
75,45,0.000698875371372073,0.01605930582017583,0.015643596649169922,0.06346184553371535,9.781174786000065
76,45,0.0006916503744663626,0.0160383994499331,0.01571770188295179,0.059230262206660375,9.78289037400009
77,45,0.0006843782140659969,0.016067135065574858,0.015637874499791198,0.061249846385584936,9.814810494000085
78,45,0.0006770606844677392,0.016081281170687255,0.01569430861208174,0.05825479908121957,9.819702246999896
79,45,0.0006696995911625234,0.016034237410434905,0.01582933186242978,0.06450141966342926,9.770451100000173
80,45,0.0006622967503899759,0.01603359153822941,0.01577606476429436,0.05704639727870623,9.77688037200005
81,45,0.0006548539886902865,0.016066622591632253,0.0157664039482673,0.06350018084049225,9.78992624600005
82,45,0.0006473731424535361,0.016019933542017552,0.015758954195512667,0.05845980760123995,9.805450610999742
83,45,0.0006398560574665953,0.01604229340548901,0.01566896525522073,0.060928485873672694,9.80416689499998
84,45,0.000632304588457704,0.016047109233434585,0.015627148871620495,0.06576582706636852,9.845695620999777
85,45,0.0006247205986388451,0.016043453436235294,0.01569500658661127,0.05761560880475574,9.843786827000258
